tick,t_ms,joint,q,dq,q_traj,dq_traj,q_des,target,target_raw,q_env_lo,q_env_hi,lead,lead_sat,settle_error,phase,friction_mode,tau_p,tau_g,tau_f,tau_d,tau_ff_cmd,tau_meas,dq_mit,kp,kd,joint_stuck,planner_frozen
480,2400,right_shoulder_pitch,1.498745,0.000000,1.484000,0.000000,1.484000,1.484000,1.484000,-0.872665,3.141593,-0.014745,0,-0.014745,Hold,settle,-0.117960,2.465706,-0.044235,0.000000,2.421471,2.296214,0.000000,8.000,2.000,0,0
481,2405,right_shoulder_pitch,1.498745,0.000000,1.484000,0.000000,1.484000,1.484000,1.484000,-0.872665,3.141593,-0.014745,0,-0.014745,Hold,settle,-0.117960,2.465706,-0.044235,0.000000,2.421471,2.296214,0.000000,8.000,2.000,0,0
482,2410,right_shoulder_pitch,1.498745,0.000000,1.484000,0.000000,1.484000,1.484000,1.484000,-0.872665,3.141593,-0.014745,0,-0.014745,Hold,settle,-0.117960,2.465706,-0.044235,0.000000,2.421471,2.290721,0.000000,8.000,2.000,0,0
483,2415,right_shoulder_pitch,1.498745,0.000000,1.484000,0.000000,1.484000,1.484000,1.484000,-0.872665,3.141593,-0.014745,0,-0.014745,Hold,settle,-0.117960,2.465706,-0.044235,0.000000,2.421471,2.321849,0.000000,8.000,2.000,0,0
484,2420,right_shoulder_pitch,1.498745,0.000000,1.484000,0.000000,1.484000,1.484000,1.484000,-0.872665,3.141593,-0.014745,0,-0.014745,Hold,settle,-0.117960,2.465706,-0.044235,0.000000,2.421471,2.277900,0.000000,8.000,2.000,0,0
485,2425,right_shoulder_pitch,1.498745,0.000000,1.484000,0.000000,1.484000,1.484000,1.484000,-0.872665,3.141593,-0.014745,0,-0.014745,Hold,settle,-0.117960,2.465706,-0.044235,0.000000,2.421471,2.305369,0.000000,8.000,2.000,0,0
486,2430,right_shoulder_pitch,1.498745,0.000000,1.484000,0.000000,1.484000,1.484000,1.484000,-0.872665,3.141593,-0.014745,0,-0.014745,Hold,settle,-0.117960,2.465706,-0.044235,0.000000,2.421471,2.283393,0.000000,8.000,2.000,0,0
487,2435,right_shoulder_pitch,1.498745,0.000000,1.484000,0.000000,1.484000,1.484000,1.484000,-0.872665,3.141593,-0.014745,0,-0.014745,Hold,settle,-0.117960,2.465706,-0.044235,0.000000,2.421471,2.307200,0.000000,8.000,2.000,0,0
488,2440,right_shoulder_pitch,1.498745,0.000000,1.484000,0.000000,1.484000,1.484000,1.484000,-0.872665,3.141593,-0.014745,0,-0.014745,Hold,settle,-0.117960,2.465706,-0.044235,0.000000,2.421471,2.312694,0.000000,8.000,2.000,0,0
489,2445,right_shoulder_pitch,1.498361,-0.023967,1.484000,0.000000,1.484000,1.484000,1.484000,-0.872665,3.141593,-0.014361,0,-0.014361,Hold,settle,-0.114892,2.465637,-0.043084,0.000000,2.422553,2.321849,0.000000,8.000,2.000,0,0
490,2450,right_shoulder_pitch,1.498745,0.023979,1.484000,0.000000,1.484000,1.484000,1.484000,-0.872665,3.141593,-0.014745,0,-0.014745,Hold,settle,-0.117960,2.465706,-0.044235,0.000000,2.421471,2.309031,0.000000,8.000,2.000,0,0
491,2455,right_shoulder_pitch,1.498745,0.000000,1.484000,0.000000,1.484000,1.484000,1.484000,-0.872665,3.141593,-0.014745,0,-0.014745,Hold,settle,-0.117960,2.465706,-0.044235,0.000000,2.421471,2.325511,0.000000,8.000,2.000,0,0
492,2460,right_shoulder_pitch,1.498745,0.000000,1.484000,0.000000,1.484000,1.484000,1.484000,-0.872665,3.141593,-0.014745,0,-0.014745,Hold,settle,-0.117960,2.465706,-0.044235,0.000000,2.421471,2.345653,0.000000,8.000,2.000,0,0
493,2465,right_shoulder_pitch,1.498745,0.000000,1.497882,-0.172500,1.468745,0.000000,0.000000,-0.872665,3.141593,-0.030000,0,-1.498745,Accelerate,traj_vel,-0.240000,2.465706,-0.150000,-0.345000,1.970706,2.320018,-0.172500,8.000,2.000,1,0
494,2470,right_shoulder_pitch,1.498745,0.000000,1.496907,-0.195000,1.468745,0.000000,0.000000,-0.872665,3.141593,-0.030000,0,-1.498745,Accelerate,traj_vel,-0.240000,2.465706,-0.150000,-0.390000,1.925706,2.272407,-0.195000,8.000,2.000,1,0
495,2475,right_shoulder_pitch,1.497978,-0.048025,1.495820,-0.217500,1.467978,0.000000,0.000000,-0.872665,3.141593,-0.030000,0,-1.497978,Accelerate,traj_vel,-0.240000,2.465569,-0.150000,-0.410988,1.904581,1.832943,-0.217500,8.000,2.000,1,0
496,2480,right_shoulder_pitch,1.496827,-0.071911,1.494620,-0.240000,1.494620,0.000000,0.000000,-0.872665,3.141593,-0.002208,0,-1.496827,Accelerate,traj_vel,-0.017660,2.465360,-0.150000,-0.426035,1.889325,1.666310,-0.240000,8.000,2.000,0,0
497,2485,right_shoulder_pitch,1.495677,-0.057516,1.493307,-0.262500,1.493307,0.000000,0.000000,-0.872665,3.141593,-0.002370,0,-1.495677,Accelerate,traj_vel,-0.018956,2.465148,-0.150000,-0.455769,1.859380,1.737725,-0.262500,8.000,2.000,0,0
498,2490,right_shoulder_pitch,1.493760,-0.119833,1.491882,-0.285000,1.491882,0.000000,0.000000,-0.872665,3.141593,-0.001877,0,-1.493760,Accelerate,traj_vel,-0.015016,2.464788,-0.150000,-0.458160,1.856628,1.876888,-0.285000,8.000,2.000,0,0
499,2495,right_shoulder_pitch,1.492226,-0.095864,1.490345,-0.307500,1.490345,0.000000,0.000000,-0.872665,3.141593,-0.001881,0,-1.492226,Accelerate,traj_vel,-0.015045,2.464493,-0.150000,-0.483188,1.831305,1.788994,-0.307500,8.000,2.000,0,0
500,2500,right_shoulder_pitch,1.491075,-0.071898,1.488695,-0.330000,1.488695,0.000000,0.000000,-0.872665,3.141593,-0.002380,0,-1.491075,Accelerate,traj_vel,-0.019041,2.464268,-0.150000,-0.525192,1.789077,1.853085,-0.330000,8.000,2.000,0,0
501,2505,right_shoulder_pitch,1.489925,-0.071934,1.486932,-0.352500,1.486932,0.000000,0.000000,-0.872665,3.141593,-0.002992,0,-1.489925,Accelerate,traj_vel,-0.023937,2.464040,-0.150000,-0.567927,1.746113,1.754204,-0.352500,8.000,2.000,0,0
502,2510,right_shoulder_pitch,1.489541,-0.023968,1.485057,-0.375000,1.485057,0.000000,0.000000,-0.872665,3.141593,-0.004484,0,-1.489541,Accelerate,traj_vel,-0.035869,2.463964,-0.150000,-0.635211,1.678752,1.726738,-0.375000,8.000,2.000,0,0
503,2515,right_shoulder_pitch,1.489158,-0.023962,1.483070,-0.397500,1.483070,0.000000,0.000000,-0.872665,3.141593,-0.006088,0,-1.489158,Accelerate,traj_vel,-0.048701,2.463886,-0.150000,-0.696928,1.616959,1.627858,-0.397500,8.000,2.000,0,0
504,2520,right_shoulder_pitch,1.489158,0.000000,1.480970,-0.420000,1.480970,0.000000,0.000000,-0.871800,3.141593,-0.008188,0,-1.489158,Accelerate,traj_vel,-0.065501,2.463886,-0.150000,-0.766446,1.547441,1.627858,-0.420000,8.000,2.000,0,0
505,2525,right_shoulder_pitch,1.489158,0.000000,1.478757,-0.442500,1.478757,0.000000,0.000000,-0.870272,3.141593,-0.010400,0,-1.489158,Accelerate,traj_vel,-0.083201,2.463886,-0.150000,-0.829834,1.484052,1.604054,-0.442500,8.000,2.000,0,0
506,2530,right_shoulder_pitch,1.489158,0.000000,1.476432,-0.465000,1.476432,0.000000,0.000000,-0.868688,3.141593,-0.012725,0,-1.489158,Accelerate,traj_vel,-0.101801,2.463886,-0.150000,-0.888626,1.425261,1.517991,-0.465000,8.000,2.000,0,0
507,2535,right_shoulder_pitch,1.489158,0.000000,1.473995,-0.487500,1.473995,0.000000,0.000000,-0.867047,3.141593,-0.015163,0,-1.489158,Accelerate,traj_vel,-0.121301,2.463886,-0.150000,-0.943969,1.369917,1.395307,-0.487500,8.000,2.000,0,0
508,2540,right_shoulder_pitch,1.489158,0.000000,1.471495,-0.500000,1.471495,0.000000,0.000000,-0.866111,3.141593,-0.017663,0,-1.489158,Cruise,traj_vel,-0.141301,2.463886,-0.150000,-0.976727,1.337159,1.351361,-0.500000,8.000,2.000,0,0
509,2545,right_shoulder_pitch,1.488391,-0.047926,1.468995,-0.500000,1.468995,0.000000,0.000000,-0.866111,3.141593,-0.019396,0,-1.488391,Cruise,traj_vel,-0.155165,2.463731,-0.150000,-0.958582,1.355149,1.230508,-0.500000,8.000,2.000,0,0
510,2550,right_shoulder_pitch,1.488007,-0.023966,1.466495,-0.500000,1.466495,0.000000,0.000000,-0.866111,3.141593,-0.021512,0,-1.488007,Cruise,traj_vel,-0.172097,2.463653,-0.150000,-0.956954,1.356699,1.219518,-0.500000,8.000,2.000,0,0
511,2555,right_shoulder_pitch,1.487624,-0.023963,1.463995,-0.500000,1.463995,0.000000,0.000000,-0.866111,3.141593,-0.023629,0,-1.487624,Cruise,traj_vel,-0.189029,2.463574,-0.150000,-0.955734,1.357841,1.215856,-0.500000,8.000,2.000,0,0
512,2560,right_shoulder_pitch,1.487240,-0.023984,1.461495,-0.500000,1.461495,0.000000,0.000000,-0.866111,3.141593,-0.025745,0,-1.487240,Cruise,traj_vel,-0.205961,2.463495,-0.150000,-0.954808,1.358687,1.236001,-0.500000,8.000,2.000,0,0
513,2565,right_shoulder_pitch,1.486857,-0.023967,1.458995,-0.500000,1.458995,0.000000,0.000000,-0.866111,3.141593,-0.027862,0,-1.486857,Cruise,traj_vel,-0.222893,2.463416,-0.150000,-0.954123,1.359293,1.133459,-0.500000,8.000,2.000,0,0
514,2570,right_shoulder_pitch,1.486473,-0.023964,1.456495,-0.500000,1.456495,0.000000,0.000000,-0.866111,3.141593,-0.029978,0,-1.486473,Cruise,traj_vel,-0.239825,2.463336,-0.150000,-0.953610,1.359726,1.230508,-0.500000,8.000,2.000,0,0
515,2575,right_shoulder_pitch,1.486090,-0.023965,1.453995,-0.500000,1.453995,0.000000,0.000000,-0.866111,3.141593,-0.032095,0,-1.486090,Cruise,traj_vel,-0.256757,2.463256,-0.150000,-0.953225,1.360031,1.127965,-0.500000,8.000,2.000,0,0
516,2580,right_shoulder_pitch,1.486090,0.000000,1.451495,-0.500000,1.451495,0.000000,0.000000,-0.866111,3.141593,-0.034595,0,-1.486090,Cruise,traj_vel,-0.276757,2.463256,-0.150000,-0.964919,1.348338,1.138952,-0.500000,8.000,2.000,0,0
517,2585,right_shoulder_pitch,1.485323,-0.047933,1.448995,-0.500000,1.448995,0.000000,0.000000,-0.866111,3.141593,-0.036328,0,-1.485323,Cruise,traj_vel,-0.290621,2.463095,-0.150000,-0.949722,1.363373,1.113317,-0.500000,8.000,2.000,0,0
518,2590,right_shoulder_pitch,1.484555,-0.047980,1.446495,-0.500000,1.446495,0.000000,0.000000,-0.866111,3.141593,-0.038060,0,-1.484555,Cruise,traj_vel,-0.304479,2.462932,-0.150000,-0.938302,1.374630,1.171911,-0.500000,8.000,2.000,0,0
519,2595,right_shoulder_pitch,1.483404,-0.071887,1.443995,-0.500000,1.443995,0.000000,0.000000,-0.866111,3.141593,-0.039409,0,-1.483404,Cruise,traj_vel,-0.315275,2.462686,-0.150000,-0.917783,1.394903,1.303750,-0.500000,8.000,2.000,0,0
520,2600,right_shoulder_pitch,1.480720,-0.167764,1.441495,-0.500000,1.441495,0.000000,0.000000,-0.866111,3.141593,-0.039225,0,-1.480720,Cruise,traj_vel,-0.313800,2.462098,-0.150000,-0.854455,1.457642,1.311074,-0.500000,8.000,2.000,0,0
521,2605,right_shoulder_pitch,1.476885,-0.239797,1.438995,-0.500000,1.438995,0.000000,0.000000,-0.866111,3.141593,-0.037890,0,-1.476885,Cruise,traj_vel,-0.303120,2.461227,-0.150000,-0.770943,1.540284,1.534470,-0.500000,8.000,2.000,0,0
522,2610,right_shoulder_pitch,1.471900,-0.311490,1.436495,-0.500000,1.436495,0.000000,0.000000,-0.866111,3.141593,-0.035405,0,-1.471900,Cruise,traj_vel,-0.283236,2.460040,-0.150000,-0.672462,1.637578,1.446576,-0.500000,8.000,2.000,0,0
523,2615,right_shoulder_pitch,1.466147,-0.359598,1.433995,-0.500000,1.433995,0.000000,0.000000,-0.866111,3.141593,-0.032152,0,-1.466147,Cruise,traj_vel,-0.257217,2.458596,-0.150000,-0.574548,1.734048,1.422772,-0.500000,8.000,2.000,0,0
524,2620,right_shoulder_pitch,1.458476,-0.479331,1.431495,-0.500000,1.431495,0.000000,0.000000,-0.866111,3.141593,-0.026981,0,-1.458476,Cruise,traj_vel,-0.215852,2.456543,-0.150000,-0.441245,1.865297,1.486863,-0.500000,8.000,2.000,0,0
525,2625,right_shoulder_pitch,1.450807,-0.479281,1.428995,-0.500000,1.428995,0.000000,0.000000,-0.866111,3.141593,-0.021812,0,-1.450807,Cruise,traj_vel,-0.174493,2.454345,-0.150000,-0.341293,1.963052,1.325723,-0.500000,8.000,2.000,0,0
526,2630,right_shoulder_pitch,1.443520,-0.455586,1.426495,-0.500000,1.426495,0.000000,0.000000,-0.866111,3.141593,-0.017025,0,-1.443520,Cruise,traj_vel,-0.136202,2.452124,-0.150000,-0.278177,2.023947,2.193671,-0.500000,8.000,2.000,0,0
527,2635,right_shoulder_pitch,1.433549,-0.623213,1.423995,-0.500000,1.423995,0.000000,0.000000,-0.866111,3.141593,-0.009554,0,-1.433549,Cruise,traj_vel,-0.076429,2.448873,0.000000,-0.147026,2.301847,1.975769,-0.500000,8.000,2.000,0,0
528,2640,right_shoulder_pitch,1.426262,-0.455404,1.421495,-0.500000,1.421495,0.000000,0.000000,-0.866111,3.141593,-0.004767,0,-1.426262,Cruise,traj_vel,-0.038137,2.446343,-0.150000,-0.132568,2.163776,1.517991,-0.500000,8.000,2.000,0,0
529,2645,right_shoulder_pitch,1.419359,-0.431222,1.418995,-0.500000,1.418995,0.000000,0.000000,-0.866111,3.141593,-0.000364,0,-1.419359,Cruise,traj_vel,-0.002914,2.443827,-0.150000,-0.133815,2.160013,2.098453,-0.500000,8.000,2.000,0,0
530,2650,right_shoulder_pitch,1.412840,-0.407526,1.416495,-0.500000,1.412840,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.412840,Cruise,traj_vel,0.000000,2.441344,-0.150000,-0.146598,2.144746,2.420729,-0.500000,8.000,2.000,0,0
531,2655,right_shoulder_pitch,1.406320,-0.407680,1.413995,-0.500000,1.406320,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.406320,Cruise,traj_vel,0.000000,2.438757,-0.150000,-0.156109,2.132648,2.418898,-0.500000,8.000,2.000,0,0
532,2660,right_shoulder_pitch,1.400184,-0.383468,1.411495,-0.500000,1.400184,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.400184,Cruise,traj_vel,0.000000,2.436227,-0.150000,-0.175347,2.110880,2.160709,-0.500000,8.000,2.000,0,0
533,2665,right_shoulder_pitch,1.395965,-0.263644,1.408995,-0.500000,1.395965,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.395965,Cruise,traj_vel,0.000000,2.434435,-0.150000,-0.249688,2.034747,1.924496,-0.500000,8.000,2.000,0,0
534,2670,right_shoulder_pitch,1.391747,-0.263542,1.406495,-0.500000,1.391747,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.391747,Cruise,traj_vel,0.000000,2.432599,-0.150000,-0.305495,1.977104,1.953796,-0.500000,8.000,2.000,0,0
535,2675,right_shoulder_pitch,1.387912,-0.239402,1.403995,-0.500000,1.387912,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.387912,Cruise,traj_vel,0.000000,2.430893,-0.150000,-0.359420,1.921472,1.933655,-0.500000,8.000,2.000,0,0
536,2680,right_shoulder_pitch,1.384076,-0.240144,1.401495,-0.500000,1.384076,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.384076,Cruise,traj_vel,0.000000,2.429151,-0.150000,-0.399493,1.879657,1.827450,-0.500000,8.000,2.000,0,0
537,2685,right_shoulder_pitch,1.382542,-0.095865,1.398995,-0.500000,1.382542,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.382542,Cruise,traj_vel,0.000000,2.428444,-0.150000,-0.501687,1.776756,1.721245,-0.500000,8.000,2.000,0,0
538,2690,right_shoulder_pitch,1.382159,-0.023968,1.396495,-0.500000,1.382159,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.382159,Cruise,traj_vel,0.000000,2.428266,-0.150000,-0.614281,1.663985,1.801811,-0.500000,8.000,2.000,0,0
539,2695,right_shoulder_pitch,1.381775,-0.023953,1.393995,-0.500000,1.381775,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.381775,Cruise,traj_vel,0.000000,2.428088,-0.150000,-0.698734,1.579354,1.695607,-0.500000,8.000,2.000,0,0
540,2700,right_shoulder_pitch,1.382159,0.023966,1.391495,-0.500000,1.382159,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.382159,Cruise,traj_vel,0.000000,2.428266,-0.150000,-0.786034,1.492232,1.660817,-0.500000,8.000,2.000,0,0
541,2705,right_shoulder_pitch,1.382159,0.000000,1.388995,-0.500000,1.382159,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.382159,Cruise,traj_vel,0.000000,2.428266,-0.150000,-0.839525,1.438741,1.552781,-0.500000,8.000,2.000,0,0
542,2710,right_shoulder_pitch,1.382542,0.023974,1.386495,-0.500000,1.382542,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.382542,Cruise,traj_vel,0.000000,2.428444,-0.150000,-0.891631,1.386813,1.578416,-0.500000,8.000,2.000,0,0
543,2715,right_shoulder_pitch,1.382159,-0.023970,1.383995,-0.500000,1.382159,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.382159,Cruise,traj_vel,0.000000,2.428266,-0.150000,-0.906738,1.371528,1.508836,-0.500000,8.000,2.000,0,0
544,2720,right_shoulder_pitch,1.382159,0.000000,1.381495,-0.500000,1.381495,0.000000,0.000000,-0.866111,3.141593,-0.000664,0,-1.382159,Cruise,traj_vel,-0.005309,2.428266,-0.150000,-0.930053,1.348213,1.417279,-0.500000,8.000,2.000,0,0
545,2725,right_shoulder_pitch,1.381392,-0.047952,1.378995,-0.500000,1.378995,0.000000,0.000000,-0.866111,3.141593,-0.002397,0,-1.381392,Cruise,traj_vel,-0.019173,2.427910,-0.150000,-0.923564,1.354345,1.459394,-0.500000,8.000,2.000,0,0
546,2730,right_shoulder_pitch,1.380241,-0.071900,1.376495,-0.500000,1.376495,0.000000,0.000000,-0.866111,3.141593,-0.003746,0,-1.380241,Cruise,traj_vel,-0.029970,2.427373,-0.150000,-0.906723,1.370650,1.419110,-0.500000,8.000,2.000,0,0
547,2735,right_shoulder_pitch,1.379474,-0.047925,1.373995,-0.500000,1.373995,0.000000,0.000000,-0.866111,3.141593,-0.005479,0,-1.379474,Cruise,traj_vel,-0.043834,2.427013,-0.150000,-0.906080,1.370933,1.411786,-0.500000,8.000,2.000,0,0
548,2740,right_shoulder_pitch,1.378324,-0.071918,1.371495,-0.500000,1.371495,0.000000,0.000000,-0.866111,3.141593,-0.006829,0,-1.378324,Cruise,traj_vel,-0.054630,2.426470,-0.150000,-0.893601,1.382870,1.439252,-0.500000,8.000,2.000,0,0
549,2745,right_shoulder_pitch,1.376790,-0.095885,1.368995,-0.500000,1.368995,0.000000,0.000000,-0.866111,3.141593,-0.007795,0,-1.376790,Cruise,traj_vel,-0.062358,2.425742,-0.150000,-0.872258,1.403484,1.530808,-0.500000,8.000,2.000,0,0
550,2750,right_shoulder_pitch,1.374489,-0.143783,1.366495,-0.500000,1.366495,0.000000,0.000000,-0.866111,3.141593,-0.007994,0,-1.374489,Cruise,traj_vel,-0.063950,2.424639,-0.150000,-0.832302,1.442337,1.635182,-0.500000,8.000,2.000,0,0
551,2755,right_shoulder_pitch,1.371037,-0.215757,1.363995,-0.500000,1.363995,0.000000,0.000000,-0.866111,3.141593,-0.007042,0,-1.371037,Cruise,traj_vel,-0.056339,2.422960,-0.150000,-0.766348,1.506613,1.519822,-0.500000,8.000,2.000,0,0
552,2760,right_shoulder_pitch,1.367202,-0.239624,1.361495,-0.500000,1.361495,0.000000,0.000000,-0.866111,3.141593,-0.005707,0,-1.367202,Cruise,traj_vel,-0.045659,2.421061,-0.150000,-0.704949,1.566112,1.737725,-0.500000,8.000,2.000,0,0
553,2765,right_shoulder_pitch,1.361449,-0.358889,1.358995,-0.500000,1.358995,0.000000,0.000000,-0.866111,3.141593,-0.002454,0,-1.361449,Cruise,traj_vel,-0.019634,2.418146,-0.150000,-0.599267,1.668878,1.580247,-0.500000,8.000,2.000,0,0
554,2770,right_shoulder_pitch,1.355697,-0.359672,1.356495,-0.500000,1.355697,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.355697,Cruise,traj_vel,0.000000,2.415150,-0.150000,-0.519614,1.745536,1.435590,-0.500000,8.000,2.000,0,0
555,2775,right_shoulder_pitch,1.350328,-0.335323,1.353995,-0.500000,1.350328,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.350328,Cruise,traj_vel,0.000000,2.412283,-0.150000,-0.472049,1.790234,1.545457,-0.500000,8.000,2.000,0,0
556,2780,right_shoulder_pitch,1.344192,-0.384136,1.351495,-0.500000,1.344192,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.344192,Cruise,traj_vel,0.000000,2.408920,-0.150000,-0.411969,1.846951,1.995910,-0.500000,8.000,2.000,0,0
557,2785,right_shoulder_pitch,1.337672,-0.407228,1.348995,-0.500000,1.337672,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.337672,Cruise,traj_vel,0.000000,2.405248,-0.150000,-0.355363,1.899885,2.032531,-0.500000,8.000,2.000,0,0
558,2790,right_shoulder_pitch,1.331919,-0.360031,1.346495,-0.500000,1.331919,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.331919,Cruise,traj_vel,0.000000,2.401922,-0.150000,-0.336506,1.915416,1.865902,-0.500000,8.000,2.000,0,0
559,2795,right_shoulder_pitch,1.326934,-0.311499,1.343995,-0.500000,1.326934,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.326934,Cruise,traj_vel,0.000000,2.398976,-0.150000,-0.346630,1.902346,2.034363,-0.500000,8.000,2.000,0,0
560,2800,right_shoulder_pitch,1.320798,-0.383600,1.341495,-0.500000,1.320798,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.320798,Cruise,traj_vel,0.000000,2.395269,-0.150000,-0.318173,1.927096,1.864071,-0.500000,8.000,2.000,0,0
561,2805,right_shoulder_pitch,1.315812,-0.311623,1.338995,-0.500000,1.315812,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.315812,Cruise,traj_vel,0.000000,2.392190,-0.150000,-0.332818,1.909372,1.715752,-0.500000,8.000,2.000,0,0
562,2810,right_shoulder_pitch,1.312360,-0.215704,1.336495,-0.500000,1.312360,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.312360,Cruise,traj_vel,0.000000,2.390023,-0.150000,-0.391762,1.848261,1.772515,-0.500000,8.000,2.000,0,0
563,2815,right_shoulder_pitch,1.309676,-0.167782,1.333995,-0.500000,1.309676,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.309676,Cruise,traj_vel,0.000000,2.388318,-0.150000,-0.459930,1.778388,2.025207,-0.500000,8.000,2.000,0,0
564,2820,right_shoulder_pitch,1.306608,-0.191799,1.331495,-0.500000,1.306608,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.306608,Cruise,traj_vel,0.000000,2.386349,-0.150000,-0.499048,1.737301,1.865902,-0.500000,8.000,2.000,0,0
565,2825,right_shoulder_pitch,1.305074,-0.095855,1.328995,-0.500000,1.305074,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.305074,Cruise,traj_vel,0.000000,2.385356,-0.150000,-0.576359,1.658997,1.767021,-0.500000,8.000,2.000,0,0
566,2830,right_shoulder_pitch,1.303540,-0.095895,1.326495,-0.500000,1.303540,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.303540,Cruise,traj_vel,0.000000,2.384357,-0.150000,-0.634322,1.600036,1.867733,-0.500000,8.000,2.000,0,0
567,2835,right_shoulder_pitch,1.300855,-0.167711,1.323995,-0.500000,1.300855,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.300855,Cruise,traj_vel,0.000000,2.382596,-0.150000,-0.641886,1.590711,1.983093,-0.500000,8.000,2.000,0,0
568,2840,right_shoulder_pitch,1.297787,-0.191817,1.321495,-0.500000,1.297787,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.297787,Cruise,traj_vel,0.000000,2.380562,-0.150000,-0.635506,1.595057,1.842098,-0.500000,8.000,2.000,0,0
569,2845,right_shoulder_pitch,1.293953,-0.239698,1.318995,-0.500000,1.293953,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.293953,Cruise,traj_vel,0.000000,2.377989,-0.150000,-0.606780,1.621208,1.640675,-0.500000,8.000,2.000,0,0
570,2850,right_shoulder_pitch,1.290118,-0.239627,1.316495,-0.500000,1.290118,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.290118,Cruise,traj_vel,0.000000,2.375380,-0.150000,-0.585272,1.640108,1.713921,-0.500000,8.000,2.000,0,0
571,2855,right_shoulder_pitch,1.284748,-0.335485,1.313995,-0.500000,1.284748,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.284748,Cruise,traj_vel,0.000000,2.371669,-0.150000,-0.521211,1.700457,1.690114,-0.500000,8.000,2.000,0,0
572,2860,right_shoulder_pitch,1.280146,-0.230096,1.311495,-0.500000,1.311495,0.000000,0.000000,-0.866111,3.141593,0.031349,0,-1.280146,Cruise,traj_vel,0.250792,2.368434,-0.150000,-0.525860,1.692573,1.488694,-0.500000,8.000,2.000,0,0
573,2865,right_shoulder_pitch,1.275928,-0.263705,1.308995,-0.500000,1.308995,0.000000,0.000000,-0.866111,3.141593,0.033067,0,-1.275928,Cruise,traj_vel,0.264539,2.365424,-0.150000,-0.512543,1.702881,1.743218,-0.500000,8.000,2.000,0,0
574,2870,right_shoulder_pitch,1.272476,-0.215782,1.306495,-0.500000,1.306495,0.000000,0.000000,-0.866111,3.141593,0.034019,0,-1.272476,Cruise,traj_vel,0.272151,2.362930,-0.150000,-0.526516,1.686414,2.028869,-0.500000,8.000,2.000,0,0
575,2875,right_shoulder_pitch,1.269408,-0.191681,1.303995,-0.500000,1.303995,0.000000,0.000000,-0.866111,3.141593,0.034587,0,-1.269408,Cruise,traj_vel,0.276695,2.360690,-0.150000,-0.549047,1.661643,2.147892,-0.500000,8.000,2.000,0,0
576,2880,right_shoulder_pitch,1.266340,-0.191820,1.301495,-0.500000,1.301495,0.000000,0.000000,-0.866111,3.141593,0.035155,0,-1.266340,Cruise,traj_vel,0.281239,2.358427,-0.150000,-0.565875,1.642552,1.992248,-0.500000,8.000,2.000,0,0
577,2885,right_shoulder_pitch,1.263655,-0.167764,1.298995,-0.500000,1.298995,0.000000,0.000000,-0.866111,3.141593,0.035340,0,-1.263655,Cruise,traj_vel,0.282720,2.356429,-0.150000,-0.590524,1.615905,2.069156,-0.500000,8.000,2.000,0,0
578,2890,right_shoulder_pitch,1.260203,-0.215725,1.296495,-0.500000,1.296495,0.000000,0.000000,-0.866111,3.141593,0.036291,0,-1.260203,Cruise,traj_vel,0.290332,2.353835,-0.150000,-0.585031,1.618805,2.017883,-0.500000,8.000,2.000,0,0
579,2895,right_shoulder_pitch,1.257136,-0.191812,1.293995,-0.500000,1.293995,0.000000,0.000000,-0.866111,3.141593,0.036859,0,-1.257136,Cruise,traj_vel,0.294876,2.351506,-0.150000,-0.592867,1.608639,1.928158,-0.500000,8.000,2.000,0,0
