tick,t_ms,joint,q,dq,q_traj,dq_traj,q_des,target,target_raw,q_env_lo,q_env_hi,lead,lead_sat,settle_error,phase,friction_mode,tau_p,tau_g,tau_f,tau_d,tau_ff_cmd,tau_meas,dq_mit,kp,kd,joint_stuck,planner_frozen
887,4435,right_shoulder_pitch,0.500476,-0.167847,0.523995,-0.500000,0.500476,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.500476,Cruise,traj_vel,0.000000,1.186231,-0.150000,-0.581855,0.454376,0.695822,-0.500000,8.000,2.000,0,0
888,4440,right_shoulder_pitch,0.498175,-0.143786,0.521495,-0.500000,0.498175,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.498175,Cruise,traj_vel,0.000000,1.181237,-0.150000,-0.614498,0.416739,0.668356,-0.500000,8.000,2.000,0,0
889,4445,right_shoulder_pitch,0.495107,-0.191809,0.518995,-0.500000,0.495107,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.495107,Cruise,traj_vel,0.000000,1.174569,-0.150000,-0.614969,0.409599,0.781885,-0.500000,8.000,2.000,0,0
890,4450,right_shoulder_pitch,0.490889,-0.263617,0.516495,-0.500000,0.490889,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.490889,Cruise,traj_vel,0.000000,1.165382,-0.150000,-0.579418,0.435964,0.470595,-0.500000,8.000,2.000,0,0
891,4455,right_shoulder_pitch,0.486287,-0.287629,0.513995,-0.500000,0.486287,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.486287,Cruise,traj_vel,0.000000,1.155337,-0.150000,-0.540749,0.464587,0.426650,-0.500000,8.000,2.000,0,0
892,4460,right_shoulder_pitch,0.481301,-0.311556,0.511495,-0.500000,0.511495,0.000000,0.000000,-0.866111,3.141593,0.030194,0,-0.481301,Cruise,traj_vel,0.241548,1.144426,-0.150000,-0.499784,0.494642,0.430312,-0.500000,8.000,2.000,0,0
893,4465,right_shoulder_pitch,0.476315,-0.311509,0.508995,-0.500000,0.508995,0.000000,0.000000,-0.866111,3.141593,0.032680,0,-0.476315,Cruise,traj_vel,0.261437,1.133486,-0.150000,-0.469084,0.514403,0.408336,-0.500000,8.000,2.000,0,0
894,4470,right_shoulder_pitch,0.471330,-0.311796,0.506495,-0.500000,0.506495,0.000000,0.000000,-0.866111,3.141593,0.035165,0,-0.471330,Cruise,traj_vel,0.281321,1.122519,-0.150000,-0.445915,0.526605,0.827662,-0.500000,8.000,2.000,0,0
895,4475,right_shoulder_pitch,0.466728,-0.287622,0.503995,-0.500000,0.503995,0.000000,0.000000,-0.866111,3.141593,0.037267,0,-0.466728,Cruise,traj_vel,0.298136,1.112371,-0.150000,-0.440625,0.521746,1.019930,-0.500000,8.000,2.000,0,0
896,4480,right_shoulder_pitch,0.462126,-0.287570,0.501495,-0.500000,0.501495,0.000000,0.000000,-0.866111,3.141593,0.039369,0,-0.462126,Cruise,traj_vel,0.314952,1.102200,-0.150000,-0.436684,0.515516,0.941191,-0.500000,8.000,2.000,0,0
897,4485,right_shoulder_pitch,0.458291,-0.239687,0.498995,-0.500000,0.498995,0.000000,0.000000,-0.866111,3.141593,0.040704,0,-0.458291,Cruise,traj_vel,0.325632,1.093706,-0.150000,-0.457669,0.486037,0.796534,-0.500000,8.000,2.000,0,0
898,4490,right_shoulder_pitch,0.454456,-0.239762,0.496495,-0.500000,0.496495,0.000000,0.000000,-0.866111,3.141593,0.042039,0,-0.454456,Cruise,traj_vel,0.336311,1.085196,-0.150000,-0.473371,0.461825,0.853297,-0.500000,8.000,2.000,0,0
899,4495,right_shoulder_pitch,0.450237,-0.263563,0.493995,-0.500000,0.493995,0.000000,0.000000,-0.866111,3.141593,0.043758,0,-0.450237,Cruise,traj_vel,0.350065,1.075814,-0.150000,-0.473247,0.452567,0.739768,-0.500000,8.000,2.000,0,0
900,4500,right_shoulder_pitch,0.446402,-0.239770,0.491495,-0.500000,0.491495,0.000000,0.000000,-0.866111,3.141593,0.045093,0,-0.446402,Cruise,traj_vel,0.360745,1.067271,-0.150000,-0.485050,0.432221,0.543841,-0.500000,8.000,2.000,0,0
901,4505,right_shoulder_pitch,0.443717,-0.167745,0.488995,-0.500000,0.488995,0.000000,0.000000,-0.866111,3.141593,0.045278,0,-0.443717,Cruise,traj_vel,0.362220,1.061281,-0.150000,-0.529915,0.381366,0.737936,-0.500000,8.000,2.000,0,0
902,4510,right_shoulder_pitch,0.441800,-0.119835,0.486495,-0.500000,0.486495,0.000000,0.000000,-0.866111,3.141593,0.044695,0,-0.441800,Cruise,traj_vel,0.357560,1.056998,-0.150000,-0.587519,0.319479,0.591449,-0.500000,8.000,2.000,0,0
903,4515,right_shoulder_pitch,0.441033,-0.047957,0.483995,-0.500000,0.483995,0.000000,0.000000,-0.866111,3.141593,0.042962,0,-0.441033,Cruise,traj_vel,0.343696,1.055283,-0.150000,-0.666661,0.238623,0.620745,-0.500000,8.000,2.000,0,0
904,4520,right_shoulder_pitch,0.441033,0.000000,0.481495,-0.500000,0.481495,0.000000,0.000000,-0.866111,3.141593,0.040462,0,-0.441033,Cruise,traj_vel,0.323696,1.055283,-0.150000,-0.749995,0.155288,0.567645,0.000000,8.000,2.000,0,0
905,4525,right_shoulder_pitch,0.441800,0.047936,0.478995,-0.500000,0.478995,0.000000,0.000000,-0.866111,3.141593,0.037195,0,-0.441800,Cruise,traj_vel,0.297560,1.056998,-0.150000,-0.836465,0.070533,0.501723,-0.500000,8.000,2.000,0,0
906,4530,right_shoulder_pitch,0.442950,0.071912,0.476495,-0.500000,0.476495,0.000000,0.000000,-0.866111,3.141593,0.033545,0,-0.442950,Cruise,traj_vel,0.268356,1.059568,-0.150000,-0.913305,-0.003737,0.492568,-0.500000,8.000,2.000,0,0
907,4535,right_shoulder_pitch,0.443717,0.047941,0.473995,-0.500000,0.473995,0.000000,0.000000,-0.866111,3.141593,0.030278,0,-0.443717,Cruise,traj_vel,0.242220,1.061281,-0.150000,-0.958949,-0.047668,0.538348,-0.500000,8.000,2.000,0,0
908,4540,right_shoulder_pitch,0.443334,-0.023965,0.471495,-0.500000,0.443334,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.443334,Cruise,traj_vel,0.000000,1.060425,-0.150000,-0.957229,-0.046804,0.260017,-0.500000,8.000,2.000,0,0
909,4545,right_shoulder_pitch,0.443334,0.000000,0.468995,-0.500000,0.443334,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.443334,Cruise,traj_vel,0.000000,1.060425,-0.150000,-0.967922,-0.057497,0.245368,0.000000,8.000,2.000,0,0
910,4550,right_shoulder_pitch,0.442183,-0.071920,0.466495,-0.500000,0.442183,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.442183,Cruise,traj_vel,0.000000,1.057855,-0.150000,-0.939981,-0.032127,0.135502,-0.500000,8.000,2.000,0,0
911,4555,right_shoulder_pitch,0.441033,-0.071912,0.463995,-0.500000,0.441033,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.441033,Cruise,traj_vel,0.000000,1.055283,-0.150000,-0.919030,-0.013746,0.067753,-0.500000,8.000,2.000,0,0
912,4560,right_shoulder_pitch,0.440266,-0.047926,0.461495,-0.500000,0.440266,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.440266,Cruise,traj_vel,0.000000,1.053568,-0.150000,-0.915309,-0.011741,-0.031128,-0.500000,8.000,2.000,0,0
913,4565,right_shoulder_pitch,0.439499,-0.047928,0.458995,-0.500000,0.439499,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.439499,Cruise,traj_vel,0.000000,1.051853,-0.150000,-0.912518,-0.010665,-0.023804,-0.500000,8.000,2.000,0,0
914,4570,right_shoulder_pitch,0.438732,-0.047954,0.456495,-0.500000,0.438732,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.438732,Cruise,traj_vel,0.000000,1.050137,-0.150000,-0.910411,-0.010275,0.025635,-0.500000,8.000,2.000,0,0
915,4575,right_shoulder_pitch,0.437965,-0.047936,0.453995,-0.500000,0.437965,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.437965,Cruise,traj_vel,0.000000,1.048420,-0.150000,-0.908840,-0.010421,0.010986,-0.500000,8.000,2.000,0,0
916,4580,right_shoulder_pitch,0.437198,-0.047932,0.451495,-0.500000,0.437198,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.437198,Cruise,traj_vel,0.000000,1.046702,-0.150000,-0.907664,-0.010962,0.095218,-0.500000,8.000,2.000,0,0
917,4585,right_shoulder_pitch,0.436048,-0.071908,0.448995,-0.500000,0.436048,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.436048,Cruise,traj_vel,0.000000,1.044125,-0.150000,-0.894794,-0.000670,0.223396,-0.500000,8.000,2.000,0,0
918,4590,right_shoulder_pitch,0.433747,-0.143791,0.446495,-0.500000,0.433747,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.433747,Cruise,traj_vel,0.000000,1.038966,-0.150000,-0.849200,0.039766,0.206916,-0.500000,8.000,2.000,0,0
919,4595,right_shoulder_pitch,0.429912,-0.239727,0.443995,-0.500000,0.429912,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.429912,Cruise,traj_vel,0.000000,1.030356,-0.150000,-0.767037,0.113319,0.397350,-0.500000,8.000,2.000,0,0
920,4600,right_shoulder_pitch,0.424925,-0.311667,0.441495,-0.500000,0.424925,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.424925,Cruise,traj_vel,0.000000,1.019138,-0.150000,-0.669444,0.199695,0.344249,-0.500000,8.000,2.000,0,0
921,4605,right_shoulder_pitch,0.419940,-0.311520,0.438995,-0.500000,0.419940,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.419940,Cruise,traj_vel,0.000000,1.007897,-0.150000,-0.596323,0.261575,0.177619,-0.500000,8.000,2.000,0,0
922,4610,right_shoulder_pitch,0.413037,-0.431490,0.436495,-0.500000,0.413037,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.413037,Cruise,traj_vel,0.000000,0.992291,-0.150000,-0.481497,0.360794,0.336925,-0.500000,8.000,2.000,0,0
923,4615,right_shoulder_pitch,0.405367,-0.479265,0.433995,-0.500000,0.405367,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.405367,Cruise,traj_vel,0.000000,0.974896,-0.150000,-0.371490,0.453406,0.073246,-0.500000,8.000,2.000,0,0
924,4620,right_shoulder_pitch,0.399614,-0.359695,0.431495,-0.500000,0.431495,0.000000,0.000000,-0.866111,3.141593,0.031881,0,-0.399614,Cruise,traj_vel,0.255048,0.961810,-0.150000,-0.348770,0.463040,0.558490,-0.500000,8.000,2.000,0,0
925,4625,right_shoulder_pitch,0.391561,-0.402264,0.428995,-0.500000,0.428995,0.000000,0.000000,-0.866111,3.141593,0.037434,0,-0.391561,Cruise,traj_vel,0.299475,0.943438,-0.150000,-0.310446,0.482993,0.961332,-0.500000,8.000,2.000,0,0
926,4630,right_shoulder_pitch,0.383124,-0.421602,0.426495,-0.500000,0.426495,0.000000,0.000000,-0.866111,3.141593,0.043371,0,-0.383124,Cruise,traj_vel,0.346970,0.924127,-0.150000,-0.272034,0.502093,0.446792,-0.500000,8.000,2.000,0,0
927,4635,right_shoulder_pitch,0.376220,-0.431484,0.423995,-0.500000,0.423995,0.000000,0.000000,-0.866111,3.141593,0.047775,0,-0.376220,Cruise,traj_vel,0.382199,0.908275,-0.150000,-0.238283,0.519992,0.754416,-0.500000,8.000,2.000,0,0
928,4640,right_shoulder_pitch,0.370468,-0.359675,0.421495,-0.500000,0.420468,0.000000,0.000000,-0.866111,3.141593,0.050000,1,-0.370468,Cruise,traj_vel,0.400000,0.895034,-0.150000,-0.248875,0.496159,0.640887,-0.500000,8.000,2.000,0,0
929,4645,right_shoulder_pitch,0.367016,-0.215984,0.418995,-0.500000,0.417016,0.000000,0.000000,-0.866111,3.141593,0.050000,1,-0.367016,Cruise,traj_vel,0.400000,0.887075,-0.150000,-0.328664,0.408411,0.840479,-0.500000,8.000,2.000,0,0
930,4650,right_shoulder_pitch,0.364332,-0.167710,0.416495,-0.500000,0.414332,0.000000,0.000000,-0.866111,3.141593,0.050000,1,-0.364332,Cruise,traj_vel,0.400000,0.880878,-0.150000,-0.412643,0.318235,0.822169,-0.500000,8.000,2.000,0,0
931,4655,right_shoulder_pitch,0.362414,-0.119901,0.413995,-0.500000,0.412414,0.000000,0.000000,-0.866111,3.141593,0.050000,1,-0.362414,Cruise,traj_vel,0.400000,0.876447,-0.150000,-0.499532,0.226915,0.758078,-0.500000,8.000,2.000,0,0
932,4660,right_shoulder_pitch,0.361264,-0.071921,0.411495,-0.500000,0.411264,0.000000,0.000000,-0.866111,3.141593,0.050000,1,-0.361264,Cruise,traj_vel,0.400000,0.873787,-0.150000,-0.588688,0.135099,0.697653,-0.500000,8.000,2.000,0,0
933,4665,right_shoulder_pitch,0.360497,-0.047923,0.408995,-0.500000,0.408995,0.000000,0.000000,-0.866111,3.141593,0.048498,0,-0.360497,Cruise,traj_vel,0.387986,0.872013,-0.150000,-0.667555,0.054459,0.585955,-0.500000,8.000,2.000,0,0
934,4670,right_shoulder_pitch,0.360497,0.000000,0.406495,-0.500000,0.406495,0.000000,0.000000,-0.866111,3.141593,0.045998,0,-0.360497,Cruise,traj_vel,0.367986,0.872013,-0.150000,-0.750666,-0.028653,0.631732,0.000000,8.000,2.000,0,0
935,4675,right_shoulder_pitch,0.359346,-0.071924,0.403995,-0.500000,0.403995,0.000000,0.000000,-0.866111,3.141593,0.044649,0,-0.359346,Cruise,traj_vel,0.357190,0.869351,-0.150000,-0.777038,-0.057686,0.582293,-0.500000,8.000,2.000,0,0
936,4680,right_shoulder_pitch,0.357812,-0.095840,0.401495,-0.500000,0.401495,0.000000,0.000000,-0.866111,3.141593,0.043683,0,-0.357812,Cruise,traj_vel,0.349462,0.865800,-0.150000,-0.784858,-0.069058,0.589617,-0.500000,8.000,2.000,0,0
937,4685,right_shoulder_pitch,0.355895,-0.119880,0.398995,-0.500000,0.398995,0.000000,0.000000,-0.866111,3.141593,0.043100,0,-0.355895,Cruise,traj_vel,0.344802,0.861359,-0.150000,-0.778703,-0.067345,0.472426,-0.500000,8.000,2.000,0,0
938,4690,right_shoulder_pitch,0.352826,-0.191710,0.396495,-0.500000,0.396495,0.000000,0.000000,-0.866111,3.141593,0.043669,0,-0.352826,Cruise,traj_vel,0.349351,0.854244,-0.150000,-0.738173,-0.033929,0.476089,-0.500000,8.000,2.000,0,0
939,4695,right_shoulder_pitch,0.349375,-0.215784,0.393995,-0.500000,0.393995,0.000000,0.000000,-0.866111,3.141593,0.044620,0,-0.349375,Cruise,traj_vel,0.356963,0.846232,-0.150000,-0.695737,0.000495,0.278327,-0.500000,8.000,2.000,0,0
940,4700,right_shoulder_pitch,0.345540,-0.239723,0.391495,-0.500000,0.391495,0.000000,0.000000,-0.866111,3.141593,0.045955,0,-0.345540,Cruise,traj_vel,0.367642,0.837318,-0.150000,-0.651942,0.035377,0.364391,-0.500000,8.000,2.000,0,0
941,4705,right_shoulder_pitch,0.341321,-0.263581,0.388995,-0.500000,0.388995,0.000000,0.000000,-0.866111,3.141593,0.047674,0,-0.341321,Cruise,traj_vel,0.381390,0.827499,-0.150000,-0.607166,0.070333,0.043945,-0.500000,8.000,2.000,0,0
942,4710,right_shoulder_pitch,0.337870,-0.215771,0.386495,-0.500000,0.386495,0.000000,0.000000,-0.866111,3.141593,0.048625,0,-0.337870,Cruise,traj_vel,0.389002,0.819454,-0.150000,-0.597489,0.071965,0.272834,-0.500000,8.000,2.000,0,0
943,4715,right_shoulder_pitch,0.334802,-0.191645,0.383995,-0.500000,0.383995,0.000000,0.000000,-0.866111,3.141593,0.049193,0,-0.334802,Cruise,traj_vel,0.393545,0.812294,-0.150000,-0.602294,0.060000,0.399181,-0.500000,8.000,2.000,0,0
944,4720,right_shoulder_pitch,0.332117,-0.167847,0.381495,-0.500000,0.381495,0.000000,0.000000,-0.866111,3.141593,0.049378,0,-0.332117,Cruise,traj_vel,0.395021,0.806023,-0.150000,-0.617798,0.038226,0.531024,-0.500000,8.000,2.000,0,0
945,4725,right_shoulder_pitch,0.330583,-0.095935,0.378995,-0.500000,0.378995,0.000000,0.000000,-0.866111,3.141593,0.048412,0,-0.330583,Cruise,traj_vel,0.387299,0.802436,-0.150000,-0.665381,-0.012945,0.545672,-0.500000,8.000,2.000,0,0
946,4730,right_shoulder_pitch,0.329432,-0.071865,0.376495,-0.500000,0.376495,0.000000,0.000000,-0.866111,3.141593,0.047063,0,-0.329432,Cruise,traj_vel,0.376503,0.799745,-0.150000,-0.713103,-0.063358,0.536517,-0.500000,8.000,2.000,0,0
947,4735,right_shoulder_pitch,0.327898,-0.095926,0.373995,-0.500000,0.373995,0.000000,0.000000,-0.866111,3.141593,0.046097,0,-0.327898,Cruise,traj_vel,0.368775,0.796156,-0.150000,-0.736864,-0.090708,0.477920,-0.500000,8.000,2.000,0,0
948,4740,right_shoulder_pitch,0.326364,-0.095839,0.371495,-0.500000,0.371495,0.000000,0.000000,-0.866111,3.141593,0.045131,0,-0.326364,Cruise,traj_vel,0.361046,0.792565,-0.150000,-0.754728,-0.112163,0.496230,-0.500000,8.000,2.000,0,0
949,4745,right_shoulder_pitch,0.324447,-0.119871,0.368995,-0.500000,0.368995,0.000000,0.000000,-0.866111,3.141593,0.044548,0,-0.324447,Cruise,traj_vel,0.356386,0.788073,-0.150000,-0.756111,-0.118038,0.433974,-0.500000,8.000,2.000,0,0
950,4750,right_shoulder_pitch,0.322146,-0.143832,0.366495,-0.500000,0.366495,0.000000,0.000000,-0.866111,3.141593,0.044349,0,-0.322146,Cruise,traj_vel,0.354794,0.782680,-0.150000,-0.745167,-0.112488,0.452285,-0.500000,8.000,2.000,0,0
951,4755,right_shoulder_pitch,0.318694,-0.215587,0.363995,-0.500000,0.363995,0.000000,0.000000,-0.866111,3.141593,0.045301,0,-0.318694,Cruise,traj_vel,0.362406,0.774582,-0.150000,-0.701082,-0.076501,0.439467,-0.500000,8.000,2.000,0,0
952,4760,right_shoulder_pitch,0.314859,-0.239823,0.361495,-0.500000,0.361495,0.000000,0.000000,-0.866111,3.141593,0.046636,0,-0.314859,Cruise,traj_vel,0.373085,0.765573,-0.150000,-0.655900,-0.040327,0.228889,-0.500000,8.000,2.000,0,0
953,4765,right_shoulder_pitch,0.311024,-0.239599,0.358995,-0.500000,0.358995,0.000000,0.000000,-0.866111,3.141593,0.047971,0,-0.311024,Cruise,traj_vel,0.383765,0.756553,-0.150000,-0.622126,-0.015573,0.206916,-0.500000,8.000,2.000,0,0
954,4770,right_shoulder_pitch,0.306422,-0.287655,0.356495,-0.500000,0.356422,0.000000,0.000000,-0.866111,3.141593,0.050000,1,-0.306422,Cruise,traj_vel,0.400000,0.745712,-0.150000,-0.572767,0.022945,0.148319,-0.500000,8.000,2.000,0,0
955,4775,right_shoulder_pitch,0.303354,-0.191828,0.353995,-0.500000,0.353354,0.000000,0.000000,-0.866111,3.141593,0.050000,1,-0.303354,Cruise,traj_vel,0.400000,0.738478,-0.150000,-0.583661,0.004817,0.130008,-0.500000,8.000,2.000,0,0
956,4780,right_shoulder_pitch,0.300669,-0.167683,0.351495,-0.500000,0.350669,0.000000,0.000000,-0.866111,3.141593,0.050000,1,-0.300669,Cruise,traj_vel,0.400000,0.732142,-0.150000,-0.603904,-0.021763,0.432143,-0.500000,8.000,2.000,0,0
957,4785,right_shoulder_pitch,0.298368,-0.143855,0.348995,-0.500000,0.348368,0.000000,0.000000,-0.866111,3.141593,0.050000,1,-0.298368,Cruise,traj_vel,0.400000,0.726707,-0.150000,-0.631001,-0.054294,0.357066,-0.500000,8.000,2.000,0,0
958,4790,right_shoulder_pitch,0.297601,-0.047922,0.346495,-0.500000,0.346495,0.000000,0.000000,-0.866111,3.141593,0.048894,0,-0.297601,Cruise,traj_vel,0.391149,0.724894,-0.150000,-0.699289,-0.124395,0.325938,-0.500000,8.000,2.000,0,0
959,4795,right_shoulder_pitch,0.297601,0.000000,0.343995,-0.500000,0.343995,0.000000,0.000000,-0.866111,3.141593,0.046394,0,-0.297601,Cruise,traj_vel,0.371149,0.724894,-0.150000,-0.774467,-0.199573,0.256355,0.000000,8.000,2.000,0,0
960,4800,right_shoulder_pitch,0.297601,0.000000,0.341495,-0.500000,0.341495,0.000000,0.000000,-0.866111,3.141593,0.043894,0,-0.297601,Cruise,traj_vel,0.351149,0.724894,-0.150000,-0.830850,-0.255956,0.243537,0.000000,8.000,2.000,0,0
961,4805,right_shoulder_pitch,0.297601,0.000000,0.338995,-0.500000,0.338995,0.000000,0.000000,-0.866111,3.141593,0.041394,0,-0.297601,Cruise,traj_vel,0.331149,0.724894,-0.150000,-0.873138,-0.298243,0.203254,0.000000,8.000,2.000,0,0
962,4810,right_shoulder_pitch,0.297601,0.000000,0.336495,-0.500000,0.336495,0.000000,0.000000,-0.866111,3.141593,0.038894,0,-0.297601,Cruise,traj_vel,0.311149,0.724894,-0.150000,-0.904853,-0.329959,0.150150,0.000000,8.000,2.000,0,0
963,4815,right_shoulder_pitch,0.297601,0.000000,0.333995,-0.500000,0.333995,0.000000,0.000000,-0.866111,3.141593,0.036394,0,-0.297601,Cruise,traj_vel,0.291149,0.724894,-0.150000,-0.928640,-0.353746,0.115360,0.000000,8.000,2.000,0,0
964,4820,right_shoulder_pitch,0.297218,-0.023973,0.331495,-0.500000,0.331495,0.000000,0.000000,-0.866111,3.141593,0.034277,0,-0.297218,Cruise,traj_vel,0.274217,0.723988,-0.150000,-0.934494,-0.360506,0.119022,-0.500000,8.000,2.000,0,0
965,4825,right_shoulder_pitch,0.296451,-0.047944,0.328995,-0.500000,0.328995,0.000000,0.000000,-0.866111,3.141593,0.032544,0,-0.296451,Cruise,traj_vel,0.260353,0.722175,-0.150000,-0.926898,-0.354723,0.069584,-0.500000,8.000,2.000,0,0
966,4830,right_shoulder_pitch,0.294917,-0.095839,0.326495,-0.500000,0.326495,0.000000,0.000000,-0.866111,3.141593,0.031578,0,-0.294917,Cruise,traj_vel,0.252625,0.718547,-0.150000,-0.897254,-0.328707,0.137333,-0.500000,8.000,2.000,0,0
967,4835,right_shoulder_pitch,0.292999,-0.119864,0.323995,-0.500000,0.323995,0.000000,0.000000,-0.866111,3.141593,0.030996,0,-0.292999,Cruise,traj_vel,0.247965,0.714010,-0.150000,-0.863008,-0.298998,0.208747,-0.500000,8.000,2.000,0,0
968,4840,right_shoulder_pitch,0.290315,-0.167753,0.321495,-0.500000,0.321495,0.000000,0.000000,-0.866111,3.141593,0.031180,0,-0.290315,Cruise,traj_vel,0.249441,0.707654,-0.150000,-0.813380,-0.255726,0.236213,-0.500000,8.000,2.000,0,0
969,4845,right_shoulder_pitch,0.286480,-0.239642,0.318995,-0.500000,0.318995,0.000000,0.000000,-0.866111,3.141593,0.032515,0,-0.286480,Cruise,traj_vel,0.260120,0.698565,-0.150000,-0.740214,-0.191649,0.199592,-0.500000,8.000,2.000,0,0
970,4850,right_shoulder_pitch,0.282261,-0.263780,0.316495,-0.500000,0.316495,0.000000,0.000000,-0.866111,3.141593,0.034234,0,-0.282261,Cruise,traj_vel,0.273868,0.688555,-0.150000,-0.673270,-0.134715,0.122684,-0.500000,8.000,2.000,0,0
971,4855,right_shoulder_pitch,0.276892,-0.335504,0.313995,-0.500000,0.313995,0.000000,0.000000,-0.866111,3.141593,0.037103,0,-0.276892,Cruise,traj_vel,0.296826,0.675796,-0.150000,-0.587201,-0.061405,0.058597,-0.500000,8.000,2.000,0,0
972,4860,right_shoulder_pitch,0.271139,-0.359594,0.311495,-0.500000,0.311495,0.000000,0.000000,-0.866111,3.141593,0.040356,0,-0.271139,Cruise,traj_vel,0.322845,0.662106,-0.150000,-0.510604,0.001502,-0.119026,-0.500000,8.000,2.000,0,0
973,4865,right_shoulder_pitch,0.266154,-0.311502,0.308995,-0.500000,0.308995,0.000000,0.000000,-0.866111,3.141593,0.042841,0,-0.266154,Cruise,traj_vel,0.342729,0.650224,-0.150000,-0.477202,0.023022,0.021973,-0.500000,8.000,2.000,0,0
974,4870,right_shoulder_pitch,0.262319,-0.239698,0.306495,-0.500000,0.306495,0.000000,0.000000,-0.866111,3.141593,0.044176,0,-0.262319,Cruise,traj_vel,0.353408,0.641072,-0.150000,-0.488053,0.003020,0.466933,-0.500000,8.000,2.000,0,0
975,4875,right_shoulder_pitch,0.256949,-0.335725,0.303995,-0.500000,0.303995,0.000000,0.000000,-0.866111,3.141593,0.047046,0,-0.256949,Cruise,traj_vel,0.376366,0.628243,-0.150000,-0.448177,0.030066,0.684836,-0.500000,8.000,2.000,0,0
976,4880,right_shoulder_pitch,0.252731,-0.263583,0.301495,-0.500000,0.301495,0.000000,0.000000,-0.866111,3.141593,0.048764,0,-0.252731,Cruise,traj_vel,0.390113,0.618151,-0.150000,-0.454341,0.013810,0.470595,-0.500000,8.000,2.000,0,0
977,4885,right_shoulder_pitch,0.249663,-0.191771,0.298995,-0.500000,0.298995,0.000000,0.000000,-0.866111,3.141593,0.049332,0,-0.249663,Cruise,traj_vel,0.394657,0.610805,-0.150000,-0.494871,-0.034066,0.510879,-0.500000,8.000,2.000,0,0
978,4890,right_shoulder_pitch,0.246211,-0.215730,0.296495,-0.500000,0.296211,0.000000,0.000000,-0.866111,3.141593,0.050000,1,-0.246211,Cruise,traj_vel,0.400000,0.602533,-0.150000,-0.513288,-0.060755,0.371715,-0.500000,8.000,2.000,0,0
979,4895,right_shoulder_pitch,0.241993,-0.263576,0.293995,-0.500000,0.291993,0.000000,0.000000,-0.866111,3.141593,0.050000,1,-0.241993,Cruise,traj_vel,0.400000,0.592414,-0.150000,-0.503178,-0.060764,0.454116,-0.500000,8.000,2.000,0,0
980,4900,right_shoulder_pitch,0.237775,-0.263752,0.291495,-0.500000,0.287775,0.000000,0.000000,-0.866111,3.141593,0.050000,1,-0.237775,Cruise,traj_vel,0.400000,0.582284,-0.150000,-0.495507,-0.063223,0.064090,-0.500000,8.000,2.000,0,0
